01089,STANDARD,W SPRINGFIELD,MA,42.119999,-72.650002
01089,STANDARD,WEST SPRINGFIELD,MA,42.119999,-72.650002
02791,INVALID,WESTPORT PT,MA,41.520000,-71.070000
02791,INVALID,WESTPORT POINT,MA,41.520000,-71.070000
02790,STANDARD,HORSENECK BEACH,MA,41.660000,-71.099998
02790,STANDARD,WESTPORT,MA,41.660000,-71.099998
01086,INVALID,WESTFIELD,MA,42.130001,-72.750000
01085,STANDARD,MONTGOMERY,MA,42.130001,-72.750000
01085,STANDARD,WESTFIELD,MA,42.130001,-72.750000
01380,STANDARD,WENDELL DEPOT,MA,42.580002,-72.370003
01379,STANDARD,WENDELL,MA,42.549999,-72.400002
01092,INVALID,W WARREN,MA,42.200001,-72.199997
01092,INVALID,WEST WARREN,MA,42.200001,-72.199997
01083,INVALID,WARREN,MA,42.209999,-72.190002
01082,STANDARD,HARDWICK,MA,42.250000,-72.239998
01082,STANDARD,WARE,MA,42.250000,-72.239998
01081,STANDARD,WALES,MA,42.060001,-72.209999
01376,STANDARD,TURNERS FALLS,MA,42.590000,-72.550003
01354,STANDARD,NORTHFIELD MT HERMON,MA,42.700001,-72.430000
01354,STANDARD,NORTHFIELD MOUNT HERMON,MA,42.700001,-72.430000
01354,STANDARD,MT HERMON,MA,42.700001,-72.430000
01354,STANDARD,MOUNT HERMON,MA,42.700001,-72.430000
01354,STANDARD,GILL,MA,42.700001,-72.430000
01349,STANDARD,TURNERS FALLS,MA,42.590000,-72.550003
01349,STANDARD,MILLERS FALLS,MA,42.590000,-72.550003
01080,STANDARD,THREE RIVERS,MA,42.180000,-72.370003
01079,INVALID,THORNDIKE,MA,42.180000,-72.330002
02783,UNIQUE,CHADWICKS,MA,41.900002,-71.089996
02783,UNIQUE,TAUNTON,MA,41.900002,-71.089996
02780,STANDARD,TAUNTON,MA,41.900002,-71.089996
02779,STANDARD,BERKLEY,MA,41.849998,-71.080002
02718,STANDARD,TAUNTON,MA,41.869999,-71.010002
02718,STANDARD,EAST TAUNTON,MA,41.869999,-71.010002
02777,STANDARD,SWANSEA,MA,41.750000,-71.180000
01375,STANDARD,SUNDERLAND,MA,42.459999,-72.580002
01263,UNIQUE,MARION FATHERS,MA,42.299999,-73.320000
01263,UNIQUE,MARIAN HELPERS,MA,42.299999,-73.320000
01263,UNIQUE,ASSOC OF MARIAN HELPERS,MA,42.299999,-73.320000
01263,UNIQUE,STOCKBRIDGE,MA,42.299999,-73.320000
01262,INVALID,STOCKBRIDGE,MA,42.299999,-73.320000
01199,UNIQUE,SPFLD,MA,42.110001,-72.529999
01199,UNIQUE,BAYSTATE MEDICAL,MA,42.110001,-72.529999
01199,UNIQUE,SPRINGFIELD,MA,42.110001,-72.529999
01152,STANDARD,GENERAL MAIL FACILITY-BMC,MA,42.110001,-72.529999
01152,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01151,STANDARD,SPFLD,MA,42.150002,-72.510002
01151,STANDARD,SPRINGFIELD,MA,42.150002,-72.510002
01151,STANDARD,INDIAN ORCH,MA,42.150002,-72.510002
01151,STANDARD,INDIAN ORCHARD,MA,42.150002,-72.510002
01144,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01139,INVALID,SPFLD,MA,42.110001,-72.529999
01139,INVALID,SPRINGFIELD,MA,42.110001,-72.529999
01138,INVALID,SPFLD,MA,42.110001,-72.529999
01138,INVALID,SPRINGFIELD,MA,42.110001,-72.529999
01129,STANDARD,SPFLD,MA,42.110001,-72.529999
01129,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01128,STANDARD,SPFLD,MA,42.110001,-72.529999
01128,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01119,STANDARD,SPFLD,MA,42.110001,-72.529999
01119,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01118,STANDARD,SPFLD,MA,42.110001,-72.529999
01118,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01115,INVALID,BAY STATE W TOWER,MA,42.110001,-72.529999
01115,INVALID,SPRINGFIELD,MA,42.110001,-72.529999
01111,UNIQUE,MASS MUTUAL LIFE INS CO,MA,42.110001,-72.529999
01111,UNIQUE,SPRINGFIELD,MA,42.110001,-72.529999
01109,STANDARD,SPFLD,MA,42.110001,-72.529999
01109,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01108,STANDARD,SPFLD,MA,42.110001,-72.529999
01108,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01107,STANDARD,SPFLD,MA,42.110001,-72.529999
01107,STANDARD,BRIGHTWOOD,MA,42.110001,-72.529999
01107,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01105,STANDARD,SPFLD,MA,42.110001,-72.529999
01105,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01104,STANDARD,SPFLD,MA,42.110001,-72.529999
01104,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01103,STANDARD,SPFLD,MA,42.110001,-72.529999
01103,STANDARD,SPRINGFIELD,MA,42.110001,-72.529999
01102,INVALID,SPFLD,MA,42.110001,-72.529999
01102,INVALID,SPRINGFIELD,MA,42.110001,-72.529999
01101,INVALID,SPFLD,MA,42.110001,-72.529999
01101,INVALID,SPRINGFIELD,MA,42.110001,-72.529999
01077,STANDARD,SOUTHWICK,MA,42.049999,-72.760002
01260,INVALID,SOUTH LEE,MA,42.299999,-73.230003
01075,STANDARD,SOUTH HADLEY FALLS,MA,42.259998,-72.559998
01075,STANDARD,SO HADLEY,MA,42.259998,-72.559998
01075,STANDARD,S HADLEY,MA,42.259998,-72.559998
01075,STANDARD,SOUTH HADLEY,MA,42.259998,-72.559998
01259,STANDARD,SOUTHFIELD,MA,42.070000,-73.230003
01258,STANDARD,SO EGREMONT,MA,42.160000,-73.410004
01258,STANDARD,S EGREMONT,MA,42.160000,-73.410004
01258,STANDARD,MT WASHINGTON,MA,42.160000,-73.410004
01258,STANDARD,MOUNT WASHINGTON,MA,42.160000,-73.410004
01258,STANDARD,SOUTH EGREMONT,MA,42.160000,-73.410004
01252,INVALID,NO EGREMONT,MA,42.169998,-73.440002
01252,INVALID,N EGREMONT,MA,42.169998,-73.440002
01252,INVALID,NORTH EGREMONT,MA,42.169998,-73.440002
01373,STANDARD,WHATELY,MA,42.470001,-72.589996
01373,STANDARD,SO DEERFIELD,MA,42.470001,-72.589996
01373,STANDARD,S DEERFIELD,MA,42.470001,-72.589996
01373,STANDARD,SOUTH DEERFIELD,MA,42.470001,-72.589996
01074,INVALID,SOUTH BARRE,MA,42.380001,-72.089996
01073,STANDARD,SOUTHAMPTON,MA,42.230000,-72.730003
01072,STANDARD,SHUTESBURY,MA,42.450001,-72.400002
01370,STANDARD,SHELBURNE,MA,42.599998,-72.739998
01370,STANDARD,EAST CHARLEMONT,MA,42.599998,-72.739998
01370,STANDARD,BAPTIST CORNER,MA,42.599998,-72.739998
01370,STANDARD,SHELBURNE FLS,MA,42.599998,-72.739998
01370,STANDARD,SHELBURNE FALLS,MA,42.599998,-72.739998
01257,STANDARD,SHEFFIELD,MA,42.099998,-73.339996
02771,STANDARD,SEEKONK,MA,41.810001,-71.330002
01255,STANDARD,SOUTH SANDISFIELD,MA,42.110001,-73.129997
01255,STANDARD,SANDISFIELD,MA,42.110001,-73.129997
01097,INVALID,WORONOCO,MA,42.189999,-72.820000
01071,STANDARD,RUSSELL,MA,42.180000,-72.849998
01367,STANDARD,ZOAR,MA,42.700001,-72.900002
01367,STANDARD,HOOSAC TUNNEL,MA,42.700001,-72.900002
01367,STANDARD,ROWE,MA,42.700001,-72.900002
01350,INVALID,MONROE,MA,42.720001,-72.980003
01350,INVALID,MONROE BRIDGE,MA,42.720001,-72.980003
02770,STANDARD,ROCHESTER,MA,41.730000,-70.809998
01254,STANDARD,RICHMOND,MA,42.369999,-73.360001
02769,STANDARD,REHOBOTH,MA,41.830002,-71.260002
02768,INVALID,RAYNHAM,MA,41.930000,-71.040001
02768,INVALID,RAYNHAM CTR,MA,41.930000,-71.040001
02768,INVALID,RAYNHAM CENTER,MA,41.930000,-71.040001
02767,STANDARD,RAYNHAM,MA,41.930000,-71.040001
01070,STANDARD,PLAINFIELD,MA,42.509998,-72.910004
01203,INVALID,PITTSFIELD,MA,42.450001,-73.260002
01202,INVALID,PITTSFIELD,MA,42.450001,-73.260002
01201,STANDARD,ALLENDALE,MA,42.450001,-73.260002
01201,STANDARD,PITTSFIELD,MA,42.450001,-73.260002
01366,STANDARD,PETERSHAM,MA,42.480000,-72.180000
01069,STANDARD,PALMER,MA,42.160000,-72.320000
01253,STANDARD,NORTH OTIS,MA,42.189999,-73.070000
01253,STANDARD,COLD SPRING,MA,42.189999,-73.070000
01253,STANDARD,OTIS,MA,42.189999,-73.070000
01378,STANDARD,ORANGE,MA,42.680000,-72.330002
01378,STANDARD,WARWICK,MA,42.680000,-72.330002
01364,STANDARD,NORTH ORANGE,MA,42.590000,-72.300003
01364,STANDARD,NEW SALEM,MA,42.590000,-72.300003
01364,STANDARD,N ORANGE,MA,42.590000,-72.300003
01364,STANDARD,LAKE MATTAWA,MA,42.590000,-72.300003
01364,STANDARD,EAGLEVILLE,MA,42.590000,-72.300003
01364,STANDARD,BLISSVILLE,MA,42.590000,-72.300003
01364,STANDARD,WARWICK,MA,42.590000,-72.300003
01364,STANDARD,ORANGE,MA,42.590000,-72.300003
01355,STANDARD,ORANGE,MA,42.500000,-72.330002
01355,STANDARD,NEW SALEM,MA,42.500000,-72.330002
01068,STANDARD,OAKHAM,MA,42.349998,-72.050003
02766,STANDARD,NORTON,MA,41.959999,-71.180000
01066,INVALID,NO HATFIELD,MA,42.400002,-72.599998
01066,INVALID,N HATFIELD,MA,42.400002,-72.599998
01066,INVALID,NORTH HATFIELD,MA,42.400002,-72.599998
01360,STANDARD,NO FIELD,MA,42.700001,-72.430000
01360,STANDARD,N FIELD,MA,42.700001,-72.430000
01360,STANDARD,NORTHFIELD,MA,42.700001,-72.430000
02764,STANDARD,N DIGHTON,MA,41.849998,-71.150002
02764,STANDARD,NORTH DIGHTON,MA,41.849998,-71.150002
02763,STANDARD,NORTH ATTLEBORO,MA,41.970001,-71.300003
02763,STANDARD,N ATTLEBORO,MA,41.970001,-71.300003
02763,STANDARD,ATTLEBORO FLS,MA,41.970001,-71.300003
02763,STANDARD,ATTLEBORO FALLS,MA,41.970001,-71.300003
02762,STANDARD,NORTH ATTLEBORO,MA,42.000000,-71.330002
02762,STANDARD,N ATTLEBORO,MA,42.000000,-71.330002
02762,STANDARD,PLAINVILLE,MA,42.000000,-71.330002
02761,INVALID,N ATTLEBORO,MA,41.970001,-71.330002
02761,INVALID,NORTH ATTLEBORO,MA,41.970001,-71.330002
02760,STANDARD,NO ATTLEBORO,MA,41.970001,-71.330002
02760,STANDARD,N ATTLEBORO,MA,41.970001,-71.330002
02760,STANDARD,NORTH ATTLEBORO,MA,41.970001,-71.330002
01063,UNIQUE,SMITH COLLEGE,MA,42.320000,-72.669998
01063,UNIQUE,NORTH HAMPTON,MA,42.320000,-72.669998
01063,UNIQUE,NORTHAMPTON,MA,42.320000,-72.669998
01061,INVALID,NORTH HAMPTON,MA,42.320000,-72.669998
01061,INVALID,NORTHAMPTON,MA,42.320000,-72.669998
01060,STANDARD,NORTH HAMPTON,MA,42.320000,-72.669998
01060,STANDARD,NORTHAMPTON,MA,42.320000,-72.669998
01247,STANDARD,NO ADAMS,MA,42.680000,-73.110001
01247,STANDARD,N ADAMS,MA,42.680000,-73.110001
01247,STANDARD,FLORIDA,MA,42.680000,-73.110001
01247,STANDARD,CLARKSBURG,MA,42.680000,-73.110001
01247,STANDARD,NORTH ADAMS,MA,42.680000,-73.110001
02748,STANDARD,PADANARAM THE PACKET,MA,41.549999,-70.980003
02748,STANDARD,S DARTMOUTH,MA,41.549999,-70.980003
02748,STANDARD,NONQUITT,MA,41.549999,-70.980003
02748,STANDARD,DARTMOUTH,MA,41.549999,-70.980003
02748,STANDARD,SOUTH DARTMOUTH,MA,41.549999,-70.980003
02747,STANDARD,N DARTMOUTH,MA,41.639999,-71.000000
02747,STANDARD,DARTMOUTH,MA,41.639999,-71.000000
02747,STANDARD,NORTH DARTMOUTH,MA,41.639999,-71.000000
02746,STANDARD,NEW BEDFORD,MA,41.660000,-70.930000
02745,STANDARD,ACUSHNET,MA,41.660000,-70.930000
02745,STANDARD,NEW BEDFORD,MA,41.660000,-70.930000
02744,STANDARD,NEW BEDFORD,MA,41.660000,-70.930000
02743,STANDARD,NEW BEDFORD,MA,41.680000,-70.900002
02743,STANDARD,ACUSHNET,MA,41.680000,-70.900002
02742,INVALID,NEW BEDFORD,MA,41.660000,-70.930000
02741,INVALID,NEW BEDFORD,MA,41.660000,-70.930000
02740,STANDARD,NEW BEDFORD,MA,41.660000,-70.930000
02714,INVALID,DARTMOUTH,MA,41.560001,-71.000000
01245,STANDARD,WEST OTIS,MA,42.180000,-73.209999
01245,STANDARD,MONTEREY,MA,42.180000,-73.209999
01351,STANDARD,MONTAGUE,MA,42.529999,-72.529999
01057,STANDARD,MONSON,MA,42.090000,-72.309998
01244,INVALID,MILL RIVER,MA,42.119999,-73.269997
01243,INVALID,MIDDLEFIELD,MA,42.349998,-73.010002
02739,STANDARD,MATTAPOISETT,MA,41.660000,-70.800003
02738,STANDARD,MARION,MA,41.700001,-70.760002
01056,STANDARD,LUDLOW,MA,42.160000,-72.480003
01054,STANDARD,NORTH LEVERETT,MA,42.450001,-72.500000
01054,STANDARD,EAST LEVERETT,MA,42.450001,-72.500000
01054,STANDARD,LEVERETT,MA,42.450001,-72.500000
01242,INVALID,LENOX DALE,MA,42.360001,-73.269997
01240,STANDARD,LENOX,MA,42.349998,-73.279999
01053,STANDARD,LEEDS,MA,42.349998,-72.709999
01264,INVALID,LEE,MA,42.240002,-73.190002
01264,INVALID,TYRINGHAM,MA,42.240002,-73.190002
01238,STANDARD,W BECKET,MA,42.299999,-73.250000
01238,STANDARD,LEE,MA,42.299999,-73.250000
01237,STANDARD,LANESBOROUGH,MA,42.509998,-73.220001
01237,STANDARD,NEW ASHFORD,MA,42.509998,-73.220001
01237,STANDARD,HANCOCK,MA,42.509998,-73.220001
01237,STANDARD,LANESBORO,MA,42.509998,-73.220001
01224,STANDARD,LANESBORO,MA,42.509998,-73.190002
01224,STANDARD,BERKSHIRE,MA,42.509998,-73.190002
01347,INVALID,LAKE PLEASANT,MA,42.529999,-72.540001
01050,STANDARD,SOUTH WORTHINGTON,MA,42.230000,-72.879997
01050,STANDARD,NORTH CHESTER,MA,42.230000,-72.879997
01050,STANDARD,KNIGHTVILLE,MA,42.230000,-72.879997
01050,STANDARD,HNTGTN,MA,42.230000,-72.879997
01050,STANDARD,CRESCENT MILLS,MA,42.230000,-72.879997
01050,STANDARD,MONTGOMERY,MA,42.230000,-72.879997
01050,STANDARD,HUNTINGTON,MA,42.230000,-72.879997
01236,STANDARD,HOUSATONIC,MA,42.250000,-73.360001
01041,INVALID,HALYOKE,MA,42.209999,-72.639999
01041,INVALID,HOLYOKE,MA,42.209999,-72.639999
01040,STANDARD,HALYOKE,MA,42.209999,-72.639999
01040,STANDARD,HOLYOKE,MA,42.209999,-72.639999
01235,STANDARD,PERU,MA,42.419998,-73.070000
01235,STANDARD,HINSDALE,MA,42.419998,-73.070000
01039,STANDARD,WEST WHATELY,MA,42.389999,-72.699997
01039,STANDARD,HAYDENVILLE,MA,42.389999,-72.699997
01088,STANDARD,W HATFIELD,MA,42.389999,-72.639999
01088,STANDARD,WEST HATFIELD,MA,42.389999,-72.639999
01038,STANDARD,WEST HATFIELD,MA,42.369999,-72.599998
01038,STANDARD,HATFIELD,MA,42.369999,-72.599998
01037,INVALID,HARDWICK,MA,42.349998,-72.199997
01036,STANDARD,HAMPTON,MA,42.060001,-72.410004
01036,STANDARD,HAMPDEN,MA,42.060001,-72.410004
01035,STANDARD,NORTH HADLEY,MA,42.349998,-72.580002
01035,STANDARD,HADLEY,MA,42.349998,-72.580002
01302,INVALID,GREENFIELD,MA,42.580002,-72.589996
01301,STANDARD,LEYDEN,MA,42.580002,-72.589996
01301,STANDARD,GREENFIELD,MA,42.580002,-72.589996
01230,STANDARD,VAN DEUSENVILLE,MA,42.189999,-73.349998
01230,STANDARD,RISINGDALE,MA,42.189999,-73.349998
01230,STANDARD,HARTSVILLE,MA,42.189999,-73.349998
01230,STANDARD,BERKSHIRE HEIGHTS,MA,42.189999,-73.349998
01230,STANDARD,ALFORD,MA,42.189999,-73.349998
01230,STANDARD,SIMONS ROCK,MA,42.189999,-73.349998
01230,STANDARD,NORTH EGREMONT,MA,42.189999,-73.349998
01230,STANDARD,NEW MARLBOROUGH,MA,42.189999,-73.349998
01230,STANDARD,NEW MARLBOROU,MA,42.189999,-73.349998
01230,STANDARD,NEW MARLBORO,MA,42.189999,-73.349998
01230,STANDARD,N EGREMONT,MA,42.189999,-73.349998
01230,STANDARD,GT BARRINGTON,MA,42.189999,-73.349998
01230,STANDARD,EGREMONT,MA,42.189999,-73.349998
01230,STANDARD,GREAT BARRINGTON,MA,42.189999,-73.349998
01034,STANDARD,WEST GRANVILLE,MA,42.060001,-72.860001
01034,STANDARD,GRANVILLE CENTER,MA,42.060001,-72.860001
01034,STANDARD,TOLLAND,MA,42.060001,-72.860001
01034,STANDARD,GRANVILLE,MA,42.060001,-72.860001
01033,STANDARD,GRANBY,MA,42.259998,-72.519997
01032,STANDARD,LITHIA,MA,42.430000,-72.800003
01032,STANDARD,GOSHEN,MA,42.430000,-72.800003
01229,INVALID,GLENDALE,MA,42.299999,-73.320000
01031,STANDARD,OLD FURNACE,MA,42.349998,-72.209999
01031,STANDARD,GILBERTVILLE,MA,42.349998,-72.209999
01030,STANDARD,FEEDING HILLS,MA,42.060001,-72.669998
02726,STANDARD,FALL RIVER,MA,41.730000,-71.150002
02726,STANDARD,SOMERSET,MA,41.730000,-71.150002
02725,STANDARD,FALL RIVER,MA,41.730000,-71.150002
02725,STANDARD,SOMERSET,MA,41.730000,-71.150002
02724,STANDARD,FALL RIVER,MA,41.709999,-71.099998
02723,STANDARD,FALL RIVER,MA,41.709999,-71.099998
02722,INVALID,FALL RIVER,MA,41.709999,-71.099998
02721,STANDARD,FALL RIVER,MA,41.709999,-71.099998
02720,STANDARD,FALL RIVER,MA,41.709999,-71.099998
02719,STANDARD,FAIRHAVEN,MA,41.630001,-70.900002
01344,STANDARD,STONEVILLE,MA,42.599998,-72.400002
01344,STANDARD,FARLEY,MA,42.599998,-72.400002
01344,STANDARD,ERVING,MA,42.599998,-72.400002
01029,INVALID,E OTIS,MA,42.169998,-73.029999
01029,INVALID,BIG POND,MA,42.169998,-73.029999
01029,INVALID,EAST OTIS,MA,42.169998,-73.029999
01116,INVALID,EAST LONGMEADOW,MA,42.040001,-72.570000
01116,INVALID,E LONGMEADOW,MA,42.040001,-72.570000
01116,INVALID,LONGMEADOW,MA,42.040001,-72.570000
01106,STANDARD,SPRINGFIELD,MA,42.040001,-72.570000
01106,STANDARD,SPFLD,MA,42.040001,-72.570000
01106,STANDARD,LONGMEADOW,MA,42.040001,-72.570000
01028,STANDARD,E LONGMEADOW,MA,42.060001,-72.510002
01028,STANDARD,EAST LONGMEADOW,MA,42.060001,-72.510002
01062,STANDARD,NORTH HAMPTON,MA,42.320000,-72.669998
01062,STANDARD,NORTHAMPTON,MA,42.320000,-72.669998
01062,STANDARD,BAY STATE VLG,MA,42.320000,-72.669998
01062,STANDARD,BAY STATE VILLAGE,MA,42.320000,-72.669998
01062,STANDARD,FLORENCE,MA,42.320000,-72.669998
01027,STANDARD,LOUDVILLE,MA,42.259998,-72.680000
01027,STANDARD,WESTHAMPTON,MA,42.259998,-72.680000
01027,STANDARD,MOUNT TOM,MA,42.259998,-72.680000
01027,STANDARD,E HAMPTON,MA,42.259998,-72.680000
01027,STANDARD,EASTHAMPTON,MA,42.259998,-72.680000
02717,STANDARD,EAST FREETOWN,MA,41.750000,-70.970001
02715,STANDARD,DIGHTON,MA,41.810001,-71.110001
01342,STANDARD,WEST DEERFIELD,MA,42.549999,-72.599998
01342,STANDARD,EAST DEERFIELD,MA,42.549999,-72.599998
01342,STANDARD,DEERFIELD,MA,42.549999,-72.599998
01227,INVALID,DALTON,MA,42.470001,-73.160004
01226,STANDARD,DALTON,MA,42.470001,-73.160004
02713,INVALID,GOSNOLD,MA,41.450001,-70.800003
02713,INVALID,CUTTYHUNK,MA,41.450001,-70.800003
01026,STANDARD,WEST CUMMINGTON,MA,42.459999,-72.900002
01026,STANDARD,CUMMINGTON,MA,42.459999,-72.900002
01341,STANDARD,CONWAY,MA,42.509998,-72.680000
01340,STANDARD,SHATTUCKVILLE,MA,42.660000,-72.680000
01340,STANDARD,COLRAIN,MA,42.660000,-72.680000
01022,STANDARD,WESTOVER AFB,MA,42.169998,-72.570000
01022,STANDARD,CHICOPEE,MA,42.169998,-72.570000
01021,INVALID,CHICOPEE,MA,42.169998,-72.570000
01020,STANDARD,CHICOPEE,MA,42.169998,-72.570000
01014,INVALID,CHICOPEE,MA,42.169998,-72.570000
01013,STANDARD,WILLIMANSETT,MA,42.169998,-72.570000
01013,STANDARD,CHICOPEE,MA,42.169998,-72.570000
01084,STANDARD,W CHESTERFLD,MA,42.410000,-72.870003
01084,STANDARD,WEST CHESTERFIELD,MA,42.410000,-72.870003
01012,STANDARD,CHESTERFIELD,MA,42.400002,-72.849998
01011,STANDARD,CHESTER,MA,42.279999,-72.980003
01225,STANDARD,CHESHIRE,MA,42.549999,-73.150002
02712,INVALID,NORTON,MA,41.970001,-71.180000
02712,INVALID,CHARTLEY,MA,41.970001,-71.180000
01346,STANDARD,CHARLEMONT,MA,42.660000,-72.830002
01346,STANDARD,HEATH,MA,42.660000,-72.830002
01343,STANDARD,CHARLEMONT,MA,42.680000,-72.980003
01343,STANDARD,DRURY,MA,42.680000,-72.980003
01339,STANDARD,WEST HAWLEY,MA,42.630001,-72.879997
01339,STANDARD,HAWLEY,MA,42.630001,-72.879997
01339,STANDARD,CHARLEMONT,MA,42.630001,-72.879997
01338,STANDARD,BUCKLAND,MA,42.599998,-72.779999
01010,STANDARD,EAST BRIMFIELD,MA,42.110001,-72.199997
01010,STANDARD,BRIMFIELD,MA,42.110001,-72.199997
01009,INVALID,BONDSVILLE,MA,42.200001,-72.339996
01008,STANDARD,BLANDFORD,MA,42.180000,-72.930000
01337,STANDARD,LEYDEN,MA,42.660000,-72.550003
01337,STANDARD,BERNARDSTON,MA,42.660000,-72.550003
01007,STANDARD,BELCHERTOWN,MA,42.270000,-72.400002
01223,STANDARD,SHERWOOD FOREST,MA,42.330002,-73.070000
01223,STANDARD,BECKET CORNERS,MA,42.330002,-73.070000
01223,STANDARD,WASHINGTON,MA,42.330002,-73.070000
01223,STANDARD,BECKET,MA,42.330002,-73.070000
01005,STANDARD,BARRE,MA,42.419998,-72.099998
02703,STANDARD,SOUTH ATTLEBORO,MA,41.930000,-71.290001
02703,STANDARD,S ATTLEBORO,MA,41.930000,-71.290001
02703,STANDARD,ATTLEBORO,MA,41.930000,-71.290001
01368,STANDARD,ATHOL,MA,42.680000,-72.180000
01368,STANDARD,S ROYALSTON,MA,42.680000,-72.180000
01368,STANDARD,ROYALSTON,MA,42.680000,-72.180000
01331,STANDARD,ROYALSTON,MA,42.590000,-72.230003
01331,STANDARD,PHILLIPSTON,MA,42.590000,-72.230003
01331,STANDARD,ATHOL,MA,42.590000,-72.230003
02702,STANDARD,FREETOWN,MA,41.779999,-71.059998
02702,STANDARD,ASSONET,MA,41.779999,-71.059998
01222,STANDARD,ASHLEY FALLS,MA,42.049999,-73.330002
01330,STANDARD,SOUTH ASHFIELD,MA,42.529999,-72.779999
01330,STANDARD,ASHFIELD,MA,42.529999,-72.779999
01059,INVALID,AMHERST,MA,42.400002,-72.519997
01059,INVALID,NORTH AMHERST,MA,42.400002,-72.519997
01004,INVALID,AMHERST,MA,42.369999,-72.519997
01003,INVALID,AMHERST,MA,42.369999,-72.519997
01002,STANDARD,SOUTH AMHERST,MA,42.369999,-72.519997
01002,STANDARD,PELHAM,MA,42.369999,-72.519997
01002,STANDARD,CUSHMAN,MA,42.369999,-72.519997
01002,STANDARD,AMHERST,MA,42.369999,-72.519997
01001,STANDARD,AGAWAM,MA,42.060001,-72.610001
01256,STANDARD,SAVOY,MA,42.560001,-73.019997
01220,STANDARD,ADAMS,MA,42.619999,-73.110001
02347,STANDARD,MIDDLEBORO,MA,41.849998,-70.949997
02347,STANDARD,LAKEVILLE,MA,41.849998,-70.949997
02364,STANDARD,SILVER LAKE,MA,41.990002,-70.709999
02364,STANDARD,ROCKY NOOK,MA,41.990002,-70.709999
02364,STANDARD,KINGSTON,MA,41.990002,-70.709999
02675,STANDARD,YARMOUTHPORT,MA,41.700001,-70.220001
02675,STANDARD,YARMOUTH,MA,41.700001,-70.220001
02675,STANDARD,YARMOUTH PORT,MA,41.700001,-70.220001
02093,STANDARD,WRENTHAM,MA,42.060001,-71.330002
01655,STANDARD,WORCESTER,MA,42.259998,-71.800003
01654,UNIQUE,VERIZON,MA,42.259998,-71.800003
01654,UNIQUE,WORCESTER,MA,42.259998,-71.800003
01653,UNIQUE,ALLMERICA,MA,42.259998,-71.800003
